,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
554,31735066228960,"From the February Revolution to the October Revolution 1917, By A.F. Ilyin-Genevsky,",,1931,,University of Pittsburgh,6,109,text,archival document
555,31735070075118,"Political action; Political action (Milwaukee, Wis.)",,,1912-03-16,University of Pittsburgh,,,text; text,newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers; newspaper; Newspapers.; Newspapers; Newspapers; Newspapers; Newspapers
556,31735061655936,"Vote for a Fighter against War and Racism, Jarvis Tyner, Communist Candidate for Vice-President",,,,University of Pittsburgh,1,33,text,archival document
557,31735066228796,"""For a Labor Party in Connecticut""",,,,University of Pittsburgh,8,32,text,archival document
558,31735058193891,"Alternative, V1, N9,",,1949-02,,University of Pittsburgh,1,125,text,archival document
559,31735066205323,"""I Support Consumers Education and Protective Association"" card",,,,University of Pittsburgh,8,89,text,archival document
560,31735061537274,"A Photograph of a Map from the Library of D.A.R. which Shows the Headquarters of Communists in the U.S.,",,1934-04-24,,University of Pittsburgh,4,154,still image,archival document
561,31735061656595,"Beware of the War Danger!, Stop, Look, and Listen!, By William Z. Foster,",,1948-04,,University of Pittsburgh,4,118,text,archival document
562,31735061544395,"""Walk on Washington"" Information Sheet,",,1962,,University of Pittsburgh,11,159,text,archival document
563,31735061540732,Photograph of Men from The New York State Young Communist League Boycotting Japanese Goods,,,,University of Pittsburgh,10,19,text,archival document
564,31735066228382,"""Washington Action Project"" Memo,",,1961-01-11,,University of Pittsburgh,11,155,text,archival document
565,31735061539585,"A History of Soviet Foreign Policy, By M. Ross,",,1940-12,,University of Pittsburgh,7,31,text,archival document
566,31735066227897,"The Atomic Arming of the West German Federal Republic- An Imminent Danger To Peace,",,1964,,University of Pittsburgh,1,166,text,archival document
567,31735066228820,"""We Were There"", A Report on the World Jewish Conference Against German Rearmament, June 18-19, 1955, Paris, France,",,1955-10,,University of Pittsburgh,7,100,text,archival document
568,31735047450378,Summary of Major Plant Closing Legislation Now Pending,,,,University of Pittsburgh,37,26,text,archival document
569,31735061656728,"I Saw the Morning Break, The Church of the People",,,,University of Pittsburgh,1,188,text,archival document
570,31735068354723,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,,1952-11-17,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals
571,31735061656181,"""Program to End Ghettos and Fight Poverty"" Flyer",,,,University of Pittsburgh,1,40,text,archival document
572,31735066228218,"""Program For Victory"" NY State Communist Party Election Platform,",,1942,,University of Pittsburgh,4,12,text,archival document
573,31735061659136,"""Post-War Jobs for Veterans, Negroes, and Women"", By Roy Hudson,",,1944-11,,University of Pittsburgh,3,140,text,archival document
574,31735061537407,"Communists,",,1930-03-07,,University of Pittsburgh,4,141,still image,archival document
575,31735060482662,"""Where Are We Going?"", Hugh Hardyman",,,,University of Pittsburgh,14,44,text,archival document
576,31735061658955,"""AFL Upsurge Challenges Policies of Old Guard"", By Leon Kaplan,",,1947-04-18/1947-04-19,,University of Pittsburgh,4,25,text,archival document
577,31735068354947,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1962-12,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
578,31735065150033,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1961-12,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
579,31735061655613,Michael Zinzun for the 55th Assembly District campaign pamphlet,,,,University of Pittsburgh,1,24,text,archival document
580,31735047450725,"""Barry Goldwater...How he Voted on Vital Issues During his Eleven Years in the Senate..."" Pamphlet",,,,University of Pittsburgh,37,74,text,archival document
581,31735047450543,"""Eastern Machinists on Strike"" Flyer",,,,University of Pittsburgh,37,48,text,archival document
582,31735066229042,"High Time,",,1939-03,,University of Pittsburgh,13,65,text,archival document
583,31735061543793,"""Socialist Campaign Songs""",,,,University of Pittsburgh,10,81,text,archival document
584,31735051655185,"""Free Our Political Prisoners"" Pamphlet,",,1919,,University of Pittsburgh,14,45,text,archival document
585,31735061538645,"""They Shall Not Pass!""",,,,University of Pittsburgh,4,123,text,archival document
586,31735059397616,"Betty Millard, ""Woman Against Myth"",",,1948,,University of Pittsburgh,6,18,text,archival document
587,31735061656447,"The Schneiderman Case, United States Supreme Court Opinion with an Introduction by Carol King,",,1943-08,,University of Pittsburgh,1,206,text,archival document
588,31735059397343,"""10,000 GIs Killed Since the Peace Talks Started May 1968"" Flyer,",,1969-04,,University of Pittsburgh,12,31,text,archival document
589,31735065151106,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1955-03-28,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
590,31735066228929,"Our Ally The Soviet Union, By Robert Minor,",,1942-01,,University of Pittsburgh,7,18,text,archival document
591,31735066228176,"""Where Do We Go From Here?"", By ""Americus"",",,1948-11-06,,University of Pittsburgh,3,103,text,archival document
592,31735058194147,"California's Brown Book,",,1934,,University of Pittsburgh,4,113,text,archival document
593,31735061540468,Youth Unity for Peace Against Militarization,,,,University of Pittsburgh,4,121,text,archival document
594,31735061657189,"Books on Trial, The Case of Alexander Trachtenberg,",,1952,,University of Pittsburgh,2,33,text,archival document
595,31735047450576,"Americans for a Democratic Party Even Today Booklet,",,2001-01,,University of Pittsburgh,37,51,text,archival document
596,31735051656019,"""Where Are We Now?,""",,1956,,University of Pittsburgh,13,81,text,archival document
597,31735068355183,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1964-11,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
598,31735061537209,"Police Dispersing Communist Agitators in Front of New Bedford Mill,",,1930-01-22,,University of Pittsburgh,4,136,still image,archival document
599,31735066228416,"Stop McCarthyism!,",,1954-04,,University of Pittsburgh,11,101,text,archival document
600,31735066227830,"From Protest to Politics: The Future of the Civil Rights Movement, by Bayard Rustin,",,1965-02,,University of Pittsburgh,1,122,text,archival document
601,31735060482431,Bring the Troops Home Now,,,,University of Pittsburgh,14,83,text,archival document
602,31735066228671,"""Anti-Semitism, Its Cause and Cure Daniel de Leon"",",,1921,,University of Pittsburgh,10,52,text,archival document
603,31735066228887,"""French Miners Say"",",,1953,,University of Pittsburgh,7,71,text,archival document
604,31735061540963,"""The Communist Party at the Crossroads: Toward Democratic Socialism or Back to Stalinism"", By H.W. Benson",,,,University of Pittsburgh,11,120,text,archival document
605,31735047451442,"Greater Harrisburg Area Labor Committee for Safe Energy & Full Employment Letter,",,,,University of Pittsburgh,,153,text,archival document
606,31735066228143,"""The History of May Day"", By Alexander Trachtenberg (3),",,,,University of Pittsburgh,3,72,text,archival document
607,31735066228325,"The Rhythm Method of Natural Birth Control, By Joseph McCabe,",,1934,,University of Pittsburgh,5,91,text,archival document
608,31735068355019,Mine-Mill union; Mine Mill union; Sindicato; Union,,,1962-05,"International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers; International Union of Mine, Mill, and Smelter Workers.; University of Pittsburgh",,,text; text,periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; periodical; Periodicals.; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals; Periodicals
609,31735047451624,"Monthly Review Press,",,1998-03,,University of Pittsburgh,38,2,text,archival document
610,31735059397111,"Invitation letter to 23rd Testimonial Dinner of the Los Angeles Committee for the Defense of the Bill of Rights,",,1973-11-08,,University of Pittsburgh,7,138,text,archival document
611,31735061659854,"""The 1940 Elections, How the People Can Win"", By Earl Browder,",,1939-05,,University of Pittsburgh,3,10,text,archival document
612,31735061544155,"""Letters to Judd"", An American Workingman, By Upton Sinclair",,,,University of Pittsburgh,10,68,text,archival document
613,31735059397376,"Spear: Who is James Johnson Pamphlet,",,1971,,University of Pittsburgh,1,95,text,archival document
614,31735061656249,"""Program for Governmental Action To Keep The United States Out of War and War Out of the World"",",,,,University of Pittsburgh,1,176,text,archival document
615,31735058194386,"The Kodak Worker, V.1, N. 6,",,1928-07,,University of Pittsburgh,4,14,text,archival document
616,31735047450618,"Tri-State Conference on Steel Directions,",,,,University of Pittsburgh,37,61,text,archival document
617,31735061657080,"Exile, The Story of David Hyun",,,,University of Pittsburgh,2,72,text,archival document
618,31735066227939,"The Right to Travel, by Corliss Lamont,",,1957,,University of Pittsburgh,2,14,text,archival document
619,31735061656686,"A Worker Looks at Jesus, by David Grant",,,,University of Pittsburgh,1,189,text,archival document
620,31735061659631,"""The Trade Unions and the War"", By William Z. Foster,",,1912-06,,University of Pittsburgh,3,41,text,archival document
